SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,ABB LTD.    ,A ,Q,1412.00,1449.00,1402.00,1433.45,1432.15,1402.40,1212,14217,20402114.00,
500003,AEGIS LOGIS ,A ,Q,203.45,209.00,203.45,205.50,206.00,204.15,100,2680,552832.00,
500008,AMAR RAJA BA,A ,Q,727.00,736.20,717.85,731.95,731.95,715.90,857,20459,14930854.00,
500009,A.SARABHAI  ,X ,Q,12.24,13.62,12.24,13.42,13.39,12.39,108,35087,462932.00,
500010,HDFC        ,A ,Q,1914.00,1945.00,1905.30,1939.20,1939.20,1905.45,1276,33104,63625343.00,
500012,ANDHRA PETRO,X ,Q,53.00,57.90,52.65,57.25,57.10,52.55,572,98327,5528826.00,
500013,ANSAL INFRAS,B ,Q,10.30,12.31,10.20,11.38,11.43,10.26,221,35040,402287.00,
500014,APPLE FINANC,XT,Q,1.99,1.99,1.87,1.91,1.90,1.90,6,1289,2476.00,
500020,BOM DYEING  ,B ,Q,94.90,94.90,93.25,94.90,94.90,90.40,319,77163,7312329.00,
500024,ASSAMCO     ,T ,Q,2.21,2.21,2.21,2.21,2.21,2.32,85,204377,451673.00,
500027,ATUL LTD.   ,A ,Q,3285.00,3289.95,3263.05,3270.40,3270.40,3274.35,115,286,936536.00,
500028,ATV PROJECTS,XT,Q,7.05,7.56,7.05,7.07,7.07,7.20,4,649,4731.00,
500029,AUTOLITE(I) ,B ,Q,41.00,41.95,41.00,41.30,41.10,41.35,16,1780,74091.00,
500031,BAJAJ ELECT.,A ,Q,472.20,483.90,471.25,476.75,475.00,471.05,638,18426,8809749.00,
500032,BAJAJHIND   ,B ,Q,9.12,9.70,9.11,9.58,9.58,8.93,543,345303,3264227.00,
500033,FORCE MOTR  ,A ,Q,1613.70,1691.00,1607.00,1650.50,1650.50,1602.60,2682,22389,36839154.00,
500034,BAJFINANCE  ,A ,Q,2449.90,2512.45,2434.10,2494.45,2483.55,2431.35,5332,252594,626366273.00,
500038,BALRAM.CHINI,A ,Q,100.35,106.95,100.00,105.85,105.85,99.95,3107,463598,48178412.00,
500039,BANCO PROD. ,B ,Q,167.30,170.95,166.65,169.95,170.95,169.10,196,9070,1534325.00,
500040,CENTURY TEXT,A ,Q,891.70,911.95,883.35,909.30,908.00,888.10,905,32331,29217866.00,
500041,BANNARI AMAN,B ,Q,1490.00,1600.00,1490.00,1551.55,1535.40,1475.00,64,1267,1903802.00,
500042,BASF INDIA  ,A ,Q,1553.50,1596.15,1553.50,1585.80,1585.80,1550.55,117,455,715608.00,
500043,BATA INDIA  ,A ,Q,1075.00,1087.70,1067.30,1080.40,1085.00,1069.15,2156,106869,115287968.00,
500048,BEML LTD    ,A ,Q,731.05,749.70,731.05,744.70,744.70,727.55,1329,50759,37750870.00,
500049,BHARAT ELECT,A ,Q,79.10,81.85,79.10,80.30,80.30,79.05,1999,529250,42625247.00,
500052,BHANSALI ENG,B ,Q,69.70,74.50,69.70,73.70,73.70,68.50,2394,285084,20687601.00,
500055,TATASTLBSL  ,B ,Q,33.50,39.40,33.50,38.25,38.25,32.85,6663,2356440,88154374.00,
500059,BINANI IND. ,B ,Q,66.65,70.40,66.60,69.40,69.95,66.85,89,6318,436210.00,
500060,BIRLACABLE  ,B ,Q,188.00,202.05,188.00,195.30,195.30,186.65,1346,50021,9785364.00,
500067,BLUE STAR   ,A ,Q,648.50,660.00,642.85,650.30,649.70,638.40,89,507,329944.00,
500068,DISA INDIA  ,X ,Q,5500.00,5500.00,5391.00,5400.10,5400.00,5400.00,26,43,233140.00,
500069,BNK CAPITAL ,X ,Q,96.30,96.30,96.30,96.30,96.30,96.30,2,95,9148.00,
500074,BPL LTD.    ,B ,Q,35.95,38.25,35.95,37.50,37.50,35.65,126,9419,352692.00,
500078,OAL         ,X ,Q,1131.05,1158.90,1120.50,1136.10,1136.10,1130.80,582,11836,13532229.00,
500083,CENTURY EXT ,B ,Q,5.95,6.15,5.95,6.09,6.06,5.93,45,23772,145006.00,
500084,CESC LTD.   ,A ,Q,685.80,697.50,685.80,690.40,694.55,684.05,298,7893,5457245.00,
500085,CHAMBAL FERT,A ,Q,142.00,146.70,140.65,145.95,146.00,141.15,426,31942,4608616.00,
500086,EXIDE IND.  ,A ,Q,251.85,262.00,249.50,261.00,261.25,249.90,1626,280006,72865836.00,
500087,CIPLA LTD.  ,A ,Q,522.00,533.00,521.75,530.25,530.25,519.75,1603,102733,54084998.00,
500089,DIC INDIA   ,B ,Q,415.00,415.00,372.05,376.90,372.05,375.00,15,231,87461.00,
500092,CRISIL LTD  ,A ,Q,1510.00,1525.10,1510.00,1522.65,1525.05,1505.00,32,155,235573.00,
500093,CGPOWER     ,A ,Q,38.05,39.45,38.05,39.30,39.30,37.95,1068,343498,13345412.00,
500096,DABUR (I)   ,A ,Q,414.00,432.00,414.00,430.05,430.05,412.90,4505,322622,137021994.00,
500097,DALMIASUG   ,B ,Q,92.80,102.40,92.80,100.70,100.70,94.05,576,27954,2784416.00,
500101,ARVIND Ltd  ,A ,Q,100.75,105.20,100.75,102.20,102.20,99.95,3942,702881,72231732.00,
500102,BALARPUR IND,B ,Q,5.60,5.60,5.33,5.44,5.44,5.22,180,171975,935036.00,
500103,BHEL        ,A ,Q,65.45,66.95,64.60,66.35,66.35,64.65,3284,902085,59327289.00,
500104,HIND.PETRO  ,A ,Q,221.00,221.35,217.25,219.90,219.90,220.35,4437,557035,122150344.00,
500106,IFCI LTD    ,A ,Q,12.80,13.65,12.75,13.54,13.54,12.67,1002,596810,7942591.00,
500108,MAHA.TELE   ,B ,Q,12.40,13.85,12.40,13.73,13.70,12.45,603,199104,2651198.00,
500109,MRPL        ,A ,Q,72.00,74.50,71.95,73.90,73.60,71.85,472,61333,4504185.00,
500110,CHENNAI PET.,A ,Q,263.00,267.00,260.10,265.60,267.00,262.80,447,24290,6402668.00,
500111,REL.CAP.    ,A ,Q,205.90,214.35,205.90,213.25,213.25,205.25,5148,722728,152488228.00,
500112,STATE BANK  ,A ,Q,283.50,285.80,282.55,285.25,285.25,281.20,6617,844352,240055104.00,
500113,STEEL AUTH. ,A ,Q,51.00,52.85,50.95,52.40,52.40,50.60,2040,1027142,53675290.00,
500114,TITAN       ,A ,Q,935.10,937.85,921.40,929.80,929.80,933.55,3150,106334,98758625.00,
500116,IDBI BANK L ,A ,Q,61.00,61.40,60.85,61.20,61.15,60.90,409,182894,11180524.00,
500117,DCW LTD.    ,B ,Q,17.65,17.70,16.90,17.60,17.65,17.40,296,84462,1465410.00,
500119,DHAMPUR SUGA,B ,Q,157.00,172.00,154.10,167.70,167.70,157.10,3523,215441,35728643.00,
500120,DIAMINES&CHM,X ,Q,132.00,133.90,128.80,132.60,132.45,131.10,57,2649,346344.00,
500123,ELANTAS     ,B ,Q,1917.20,2156.45,1917.20,2046.40,2046.40,1974.90,331,1387,2834163.00,
500124,DR.REDDY'S  ,A ,Q,2679.00,2710.50,2535.60,2582.10,2582.10,2709.20,11800,258575,671550659.00,
500125,E.I.D.PAR   ,A ,Q,198.25,206.80,198.25,204.45,204.45,197.55,627,30422,6173042.00,
500126,MERCK LTD   ,B ,Q,2818.10,2859.70,2818.10,2831.70,2831.70,2829.70,80,330,935749.00,
500128,ELEC.CASTING,B ,Q,20.60,21.95,20.60,21.75,21.70,20.75,123,18718,402292.00,
500132,EMPEE SUGARS,XT,Q,1.15,1.15,1.15,1.15,1.15,1.17,4,2500,2875.00,
500133,ESAB INDIA  ,B ,Q,821.60,875.00,821.60,856.00,856.00,825.05,136,1305,1103537.00,
500135,ESSEL PROP  ,B ,Q,99.10,108.50,99.10,105.20,105.20,99.40,382,17521,1825172.00,
500136,ESTER INDUS.,B ,Q,35.35,36.40,35.35,36.20,36.20,34.80,91,13011,468150.00,
500141,FERRO ALLOYS,X ,Q,5.40,5.40,4.95,5.00,5.00,5.02,162,95135,476489.00,
500142,FGP LTD.    ,XT,Q,1.14,1.20,1.14,1.20,1.20,1.20,9,1054,1258.00,
500144,FINOL. CABLE,A ,Q,458.00,459.00,449.00,450.65,450.00,450.00,123,1292,582495.00,
500147,CMI FPE     ,X ,Q,927.95,927.95,891.05,895.00,895.00,886.90,7,100,90171.00,
500148,UFLEX LTD   ,A ,Q,269.30,284.00,269.30,280.10,279.25,267.80,1515,30578,8477305.00,
500150,FOSECO INDIA,B ,Q,1395.00,1398.00,1390.00,1394.25,1397.95,1375.00,5,40,55848.00,
500151,GOLDEN TOB  ,T ,Q,26.65,26.65,26.65,26.65,26.65,26.65,1,25,666.00,
500153,GANESH BENZO,X ,Q,51.80,53.70,51.60,52.80,53.00,51.75,121,15610,825056.00,
500155,GARDEN SILK ,B ,Q,21.35,21.40,20.70,21.10,21.00,20.55,154,16112,339066.00,
500159,METROGLOBL  ,X ,Q,64.15,67.90,64.15,66.90,67.90,67.95,9,1636,105946.00,
500160,GTL LTD.    ,B ,Q,5.60,5.98,5.60,5.93,5.93,5.75,28,7116,41607.00,
500163,GODFREY PH  ,A ,Q,893.90,919.75,893.90,907.80,906.00,890.80,486,14286,13002606.00,
500164,GODREJ IND  ,A ,Q,554.00,561.05,540.00,546.40,542.75,553.05,1214,36515,20011597.00,
500165,KANSAI NERO ,A ,Q,456.05,461.55,453.65,458.25,457.10,463.75,391,4964,2271227.00,
500166,GOODRICKE   ,X ,Q,273.95,274.00,265.50,267.80,267.80,269.25,109,5786,1549677.00,
500168,GOODYEAR (I),B ,Q,905.05,924.90,905.05,916.75,917.50,912.35,159,2266,2077526.00,
500170,GTN INDUS   ,B ,Q,10.88,10.88,10.70,10.70,10.70,10.60,2,20,215.00,
500171,GHCL LTD    ,A ,Q,222.95,232.00,222.70,230.50,231.00,219.25,203,5934,1354458.00,
500173,GUJ.FLOURO  ,A ,Q,896.50,904.30,889.65,897.55,891.15,900.30,149,1238,1111682.00,
500179,HCL INFOSYS ,B ,Q,24.00,25.15,23.80,24.80,24.80,23.80,950,221493,5473301.00,
500180,HDFC BANK   ,A ,Q,2065.00,2090.00,2060.30,2085.35,2085.35,2060.80,1772,50181,104313920.00,
500182,HEROMOTOCO  ,A ,Q,3051.00,3280.00,3041.05,3265.30,3248.30,3035.45,7340,262275,843150090.00,
500183,HIMACHAL FUT,A ,Q,18.95,19.35,18.90,19.15,19.15,18.70,637,418447,7993604.00,
500184,HSCL        ,A ,Q,132.00,134.00,131.80,132.30,132.10,132.50,330,31986,4245074.00,
500185,HIND.CONSTN.,A ,Q,10.90,11.60,10.85,10.98,10.91,10.78,1175,825018,9150061.00,
500186,HIND.OIL EXP,B ,Q,121.25,124.75,120.50,123.95,123.85,121.15,348,28643,3520086.00,
500187,HSIL        ,B ,Q,193.80,205.20,192.95,198.50,198.70,193.35,406,5119,1025366.00,
500188,HINDUS.ZI   ,A ,Q,274.60,277.75,273.80,274.70,274.70,273.60,716,44877,12384080.00,
500189,HINDUJA VENT,B ,Q,413.55,413.55,407.00,410.50,410.95,399.80,12,132,54374.00,
500191,HMT LTD.    ,Z ,Q,19.55,20.00,19.55,19.95,19.95,19.70,14,2004,39887.00,
500192,PRAG BOSIMI ,XT,Q,3.12,3.13,3.12,3.13,3.13,2.99,4,1416,4431.00,
500193,HOTEL LEELA.,B ,Q,13.50,13.50,13.30,13.50,13.50,12.90,47,56051,754375.00,
500199,I.G.PETRO   ,B ,Q,406.85,419.15,405.40,410.50,410.50,397.10,180,2373,976350.00,
500201,IND.GLYCOLS ,B ,Q,303.75,321.60,303.60,316.80,316.80,301.25,817,24435,7729840.00,
500207,INDO RAMA   ,B ,Q,17.85,20.80,17.40,20.80,20.80,17.35,229,33148,632453.00,
500209,INFOSYS LTD ,A ,Q,674.95,680.00,671.00,678.70,678.70,674.25,4521,345321,233442868.00,
500210,INGERSOLL   ,B ,Q,536.00,555.00,535.05,548.70,548.70,531.60,190,1572,857246.00,
500211,INSILCO LTD.,X ,Q,18.00,18.45,18.00,18.45,18.45,17.80,22,3799,69047.00,
500213,INTER.TRAVEL,X ,Q,147.15,154.50,147.00,151.05,151.05,148.95,47,2192,326207.00,
500214,ION EXCHANGE,XT,Q,343.00,362.25,343.00,362.25,362.25,345.00,84,10377,3752475.00,
500215,AGRO TECH FO,B ,Q,572.00,596.85,561.40,583.75,572.00,566.65,18,245,140683.00,
500219,JAIN IRRIG  ,A ,Q,60.95,64.95,60.95,64.70,64.70,60.70,1741,1104252,70094451.00,
500220,JASCH INDUST,X ,Q,54.05,55.05,54.05,54.45,54.50,53.50,11,1807,98431.00,
500223,JCT LTD     ,X ,Q,1.89,1.95,1.88,1.94,1.91,1.89,39,30548,58373.00,
500227,JINDAL POLYF,B ,Q,229.15,236.90,229.15,233.00,233.00,229.95,86,3162,735205.00,
500228,JSWSL       ,A ,Q,304.90,307.20,299.70,302.40,302.40,301.10,2925,283340,85949627.00,
500231,UMANG DAIR  ,B ,Q,58.00,58.50,56.85,57.75,58.25,55.80,53,3691,212218.00,
500233,KAJARIA CER.,A ,Q,444.40,459.50,444.40,456.70,456.70,444.20,471,16857,7617318.00,
500234,KAKATIYA CEM,B ,Q,189.20,201.80,189.20,198.05,198.05,187.25,157,4064,797130.00,
500235,KALYANI STEL,B ,Q,214.75,223.00,214.75,219.60,219.10,213.65,829,22403,4889547.00,
500238,WHIRLPOOL   ,A ,Q,1375.00,1381.00,1283.45,1346.40,1348.00,1296.35,709,3451,4613052.00,
500239,KG DENIM    ,X ,Q,36.60,39.00,36.60,38.60,38.25,38.50,22,3666,141241.00,
500240,KINETIC ENG.,X ,Q,47.80,54.80,47.80,49.65,49.30,49.60,59,6596,336417.00,
500241,KIRL.BROS.  ,B ,Q,152.00,158.45,152.00,157.90,158.45,148.70,249,5003,782008.00,
500243,KIRL INDUS  ,B ,Q,896.05,899.00,876.60,881.80,881.80,888.20,24,301,266413.00,
500245,KIRL.FERROUS,B ,Q,88.00,97.00,88.00,92.80,92.80,84.40,3316,364495,34191162.00,
500246,ENVAIN ELECT,X ,Q,51.00,51.00,51.00,51.00,51.00,51.00,1,100,5100.00,
500247,KOTAK MAH.BK,A ,Q,1232.25,1260.75,1226.25,1236.40,1236.40,1218.50,9628,356667,442855764.00,
500249,KSB         ,B ,Q,772.05,777.75,763.05,769.55,765.05,758.15,21,217,167276.00,
500250,L.G.BALKRISH,B ,Q,409.45,418.05,404.95,407.20,408.50,406.05,58,771,314695.00,
500251,TRENT LTD.  ,A ,Q,333.60,340.70,333.60,339.80,340.00,333.80,197,3514,1189100.00,
500252,LAXMIMACH   ,A ,Q,5650.00,5821.95,5650.00,5785.30,5795.00,5621.60,262,731,4205309.00,
500253,LIC HOUS.FIN,A ,Q,439.00,450.55,438.45,448.30,448.30,436.20,909,53083,23695445.00,
500254,UTTAMVALUE  ,T ,Q,0.19,0.19,0.19,0.19,0.19,0.19,43,89809,17063.00,
500257,LUPIN LTD.  ,A ,Q,843.15,847.00,813.60,821.85,821.85,835.35,3691,163402,134456822.00,
500259,LYKA LABS   ,B ,Q,27.65,29.25,27.15,28.05,28.15,26.90,130,13180,369570.00,
500260,RAMCOCEM    ,A ,Q,602.00,621.00,598.00,614.25,614.25,598.65,414,7889,4843059.00,
500264,MAFATLAL IND,X ,Q,137.00,139.85,133.75,139.85,139.85,139.85,9,65,8881.00,
500265,MAH.SEAMLESS,B ,Q,483.00,514.05,483.00,510.55,510.55,487.25,385,7666,3856634.00,
500266,MAH.SCOOTER ,B ,Q,2970.00,3030.00,2970.00,3005.00,3005.00,2906.95,114,824,2480410.00,
500267,MAJESTIC AUT,X ,Q,95.00,95.75,95.00,95.00,95.00,94.00,6,1475,140257.00,
500268,MANALI PETRO,B ,Q,31.35,32.50,31.35,32.25,32.30,31.40,142,32800,1053556.00,
500271,MFSL        ,A ,Q,435.00,435.20,424.25,430.20,430.00,435.55,964,53155,22846124.00,
500279,MIRC ELECT  ,B ,Q,23.50,24.45,23.10,23.90,24.20,23.20,216,32669,778828.00,
500280,CENTURY ENKA,B ,Q,266.00,271.95,266.00,268.25,267.10,262.95,74,7516,2008792.00,
500284,LORDS CHLORO,XT,Q,56.00,59.85,56.00,58.45,58.45,58.85,7,151,8721.00,
500285,SPICEJET LTD,A ,Q,75.45,77.70,74.80,77.10,77.10,75.00,2658,523970,40064173.00,
500288,MOREPEN LAB.,B ,Q,21.80,22.75,21.75,22.00,22.00,21.65,263,80345,1778113.00,
500290,MRF LTD.    ,A ,Q,66399.00,68255.00,66280.00,67906.25,67906.25,65942.05,297,433,29172163.00,
500292,HEIDEL CEM  ,A ,Q,150.00,153.25,150.00,151.60,151.60,150.45,200,11248,1706071.00,
500294,NCC         ,A ,Q,80.50,84.75,80.50,84.15,84.15,80.60,2122,638155,53012715.00,
500295,VEDL        ,A ,Q,195.00,200.65,193.50,199.40,199.40,193.60,4578,822117,162729904.00,
500296,NAHAR SPG.  ,B ,Q,87.25,87.90,86.75,87.00,87.00,85.10,27,2154,187379.00,
500298,NAT.PEROXIDE,B ,Q,4321.05,4478.00,4321.05,4442.35,4442.35,4316.25,738,3827,16873294.00,
500300,GRASIM IND. ,A ,Q,816.90,816.90,798.70,812.10,812.10,802.00,1616,41786,33862033.00,
500302,PEL         ,A ,Q,2110.00,2155.05,2093.95,2146.90,2146.90,2088.35,1462,27047,57427316.00,
500304,NIIT LTD.   ,B ,Q,87.40,91.20,87.25,88.70,88.70,86.05,862,65344,5826333.00,
500306,JAYKAY      ,X ,Q,5.61,5.99,5.61,5.91,5.98,5.98,12,3104,18077.00,
500307,NIRLON      ,B ,Q,193.05,195.05,193.05,193.05,193.05,191.25,25,4499,873523.00,
500312,ONGC CORPN  ,A ,Q,139.50,142.45,139.05,141.65,141.65,138.35,2120,314823,44175499.00,
500313,OIL COUNTRY ,B ,Q,13.03,14.19,13.03,14.19,14.19,13.28,10,282,3920.00,
500314,ORIENT HOTEL,B ,Q,40.50,42.05,40.50,41.95,42.05,41.35,134,6828,282156.00,
500315,ORINTAL BANK,A ,Q,85.95,89.40,84.75,88.90,88.90,83.75,2587,596030,52081724.00,
500317,OSWAL AGRO. ,B ,Q,9.10,9.30,9.00,9.19,9.19,9.02,27,12265,111604.00,
500319,INDIAN SUCRO,X ,Q,19.90,21.85,19.90,20.00,20.00,20.00,13,7583,153709.00,
500322,PANYAM CEMEN,X ,Q,14.80,14.80,13.37,14.69,14.69,13.99,10,1575,22658.00,
500325,RELIANCE    ,A ,Q,1100.00,1113.35,1088.10,1110.50,1110.50,1096.20,11812,1035909,1138703615.00,
500327,PILITA      ,B ,Q,6.90,7.25,6.85,7.20,7.05,7.00,71,27505,197541.00,
500329,PENTAMED.G  ,XT,Q,0.36,0.37,0.36,0.36,0.36,0.37,21,14450,5312.00,
500330,RAYMOND     ,A ,Q,790.35,815.35,790.35,812.70,812.70,788.95,859,39967,32302198.00,
500331,PIDILITE    ,A ,Q,1129.00,1156.05,1112.70,1149.90,1149.90,1120.95,1082,30803,35007877.00,
500333,PIX TRANS   ,X ,Q,182.05,189.10,182.05,187.80,187.80,184.70,254,19912,3715526.00,
500335,BIRLA CORPN.,A ,Q,578.05,603.50,578.05,585.85,585.00,585.35,208,3978,2358256.00,
500336,SURYA ROSHNI,B ,Q,190.85,207.70,190.85,205.80,205.80,190.70,293,16598,3347790.00,
500337,PRIME SECUR.,B ,Q,42.30,43.50,40.60,41.50,42.20,42.00,152,63172,2654625.00,
500338,PRSMJOHNSN  ,B ,Q,79.30,86.30,79.30,85.80,85.80,79.05,505,30917,2551676.00,
500339,RAIN        ,B ,Q,131.90,134.60,131.35,134.60,134.60,128.20,2103,381343,51190597.00,
500343,AMJLAND     ,B ,Q,21.00,21.65,20.95,21.00,20.95,20.40,10,1007,21434.00,
500346,PUN.COMMUNI.,B ,Q,29.00,29.00,25.60,26.15,25.60,27.80,19,1050,27636.00,
500350,RSWM  LTD   ,B ,Q,241.25,244.30,235.05,236.15,237.90,235.80,32,1275,305989.00,
500354,RAJSH.SUGAR ,T ,Q,23.95,24.00,23.00,23.00,23.00,23.50,9,242,5682.00,
500355,RALLIS INDIA,A ,Q,172.00,172.00,166.85,167.30,167.30,172.10,355,20486,3465200.00,
500356,RAMANEWS    ,T ,Q,28.40,28.95,28.40,28.65,28.65,28.85,8,1500,42803.00,
500357,RAMA PAPER  ,XT,Q,22.15,24.45,22.15,23.75,24.00,23.30,163,78619,1788620.00,
500360,RAPICUT CARB,X ,Q,51.65,54.00,51.60,52.80,54.00,51.45,14,1227,64605.00,
500365,RMGALLOY    ,X ,Q,21.75,22.70,21.75,22.30,22.30,21.75,42,16140,355107.00,
500366,ROLTA (I)   ,B ,Q,9.93,10.94,9.93,9.93,9.93,10.45,2653,2239479,22517202.00,
500367,RUBFILA INT.,X ,Q,46.50,47.00,45.70,46.15,46.00,45.05,42,4443,205656.00,
500368,RUCHI SOYA  ,B ,Q,6.15,6.45,6.11,6.36,6.36,6.24,139,114215,722575.00,
500378,JINDAL SAW  ,A ,Q,78.70,83.30,78.70,82.35,82.00,78.85,1456,170556,13856528.00,
500380,JK LAKSHMI  ,A ,Q,273.75,280.00,273.75,278.20,277.00,272.95,241,7402,2056391.00,
500387,SHREE CEMENT,A ,Q,16115.15,16750.00,16115.15,16664.15,16750.00,15986.65,133,219,3620634.00,
500390,REL INFRA   ,A ,Q,296.00,302.40,294.05,296.60,296.60,292.05,3752,372092,110837927.00,
500399,STEELCO GUJ.,XT,Q,3.07,3.09,2.81,2.86,2.86,2.95,22,8623,26392.00,
500400,TATA POWER  ,A ,Q,79.90,79.95,77.90,79.00,79.00,79.00,1478,635083,50230750.00,
500402,SPMLINFRA   ,B ,Q,46.50,46.50,39.80,41.50,41.50,42.45,201,6515,271005.00,
500403,SUNDARAM FAS,A ,Q,518.10,533.90,518.10,531.85,528.30,514.50,351,5603,2959255.00,
500404,SUNFLAG IRON,B ,Q,55.35,59.30,55.35,58.55,58.30,54.70,381,42216,2451225.00,
500405,SUPREME PET ,B ,Q,205.60,210.00,205.60,207.55,207.45,206.50,19,424,88285.00,
500407,SWARAJ ENGIN,B ,Q,1411.50,1432.70,1401.00,1427.60,1411.10,1414.00,60,3585,5073259.00,
500408,TATA ELXSI  ,A ,Q,1006.15,1034.00,1006.00,1028.45,1028.45,1003.35,1138,32913,33686172.00,
500410,ACC LTD     ,A ,Q,1455.50,1487.80,1428.05,1481.10,1481.10,1434.10,805,17022,25042898.00,
500411,THERMAX     ,A ,Q,1123.95,1126.00,1105.00,1116.90,1118.00,1114.95,190,1683,1880675.00,
500412,THIRUMALAI  ,B ,Q,107.45,111.50,107.45,110.80,110.80,107.05,501,35466,3905867.00,
500413,THOMAS COOK ,A ,Q,227.65,234.95,227.60,233.10,232.55,223.30,341,9260,2140075.00,
500414,TIMEX GROUP ,X ,Q,50.00,52.90,50.00,52.80,52.80,49.30,57,11124,572948.00,
500418,TOKYO PLAST ,B ,Q,45.00,48.95,44.60,44.75,44.75,45.00,11,534,25210.00,
500420,TORRENT PHAR,A ,Q,1695.00,1772.25,1689.60,1760.40,1762.20,1688.35,866,10552,18355646.00,
500422,TRANSCHEM   ,X ,Q,24.95,24.95,23.00,24.25,24.65,23.65,13,187,4423.00,
500425,AMBUJA CEME ,A ,Q,212.90,218.35,212.90,216.15,216.30,212.40,853,115299,24928334.00,
500426,UTLINDS     ,XT,Q,19.60,19.60,18.85,19.60,19.60,19.50,12,2100,40105.00,
500429,UNIPHOS ENT.,B ,Q,89.55,93.00,89.55,92.95,93.00,89.55,15,1091,99660.00,
500439,VARD HOLDNG ,B ,Q,2310.15,2310.15,2240.15,2280.10,2280.10,2310.30,7,76,174812.00,
500440,HINDALCO    ,A ,Q,217.65,222.90,217.65,221.35,221.35,216.25,1886,330721,73113369.00,
500444,WEST COAS PA,B ,Q,310.00,318.05,307.75,315.60,315.60,309.25,436,9876,3105208.00,
500449,HIND.ORG.CHM,T ,Q,25.20,27.40,25.20,27.30,27.35,26.15,221,52299,1402313.00,
500456,PAS.ACRYLON ,X ,Q,19.80,19.80,19.10,19.65,19.75,19.40,80,13060,255834.00,
500459,PROCTER &GAM,A ,Q,9598.65,9700.00,9598.65,9638.75,9700.00,9563.70,69,182,1752485.00,
500460,MUKAND LTD. ,B ,Q,65.45,66.45,64.80,65.50,65.90,64.70,53,6398,421342.00,
500463,AGCNET      ,B ,Q,61.55,66.75,61.55,65.25,63.20,60.20,10,443,27986.00,
500464,UCAL FUEL   ,B ,Q,172.75,176.45,171.00,176.00,175.00,173.55,105,3154,550355.00,
500467,HARR.MALAYAL,B ,Q,82.00,83.05,82.00,82.65,82.35,80.95,82,5455,449950.00,
500469,FEDERAL BANK,A ,Q,84.00,88.45,84.00,87.85,87.85,83.60,4726,918215,80023345.00,
500470,TATA STEEL  ,A ,Q,505.80,522.40,505.55,520.40,520.40,501.60,8194,741843,383474327.00,
500472,SKF INDIA   ,A ,Q,1865.00,1900.15,1860.00,1899.50,1899.00,1849.15,122,678,1281343.00,
500477,ASHOK LEYL. ,A ,Q,104.60,106.80,104.05,105.40,105.40,102.90,4718,1285812,135679588.00,
500480,CUMMINS (I) ,A ,Q,780.40,810.00,780.40,807.95,805.15,781.20,772,42286,34113456.00,
500483,TATA COMM   ,A ,Q,520.25,533.25,519.65,529.60,529.60,518.65,233,10606,5591422.00,
500488,ABBOTT (I)  ,A ,Q,7362.20,7600.00,7360.00,7515.00,7510.00,7349.15,157,369,2747913.00,
500490,BAJ HOLD INV,A ,Q,2925.75,2980.00,2925.75,2966.20,2966.20,2937.75,157,487,1440508.00,
500493,BHARAT FORGE,A ,Q,505.00,517.80,500.10,512.25,512.25,498.30,2145,97126,49416171.00,
500495,ESCORTS LTD.,A ,Q,628.00,661.50,628.00,657.60,657.60,625.10,3396,160865,103982602.00,
500500,HIND.MOTORS ,B ,Q,7.75,8.04,7.75,7.85,7.89,7.66,65,15961,125649.00,
500510,LARSEN & TOU,A ,Q,1366.05,1407.00,1365.65,1400.35,1400.35,1364.70,3736,113262,157649912.00,
500520,MAH & MAH   ,A ,Q,724.00,752.45,723.00,749.35,749.35,723.40,5786,190455,141536725.00,
500530,BOSCH LTD   ,A ,Q,19200.00,19305.00,19033.10,19167.95,19197.95,19098.50,550,1253,23997322.00,
500540,PREMIER LTD ,B ,Q,7.00,8.20,7.00,8.19,8.20,7.65,7,304,2328.00,
500547,BHARAT PET. ,A ,Q,325.90,330.80,324.30,329.45,329.45,326.00,2505,464979,151869725.00,
500550,SIEMENS LTD.,A ,Q,944.45,972.90,940.50,962.95,962.95,939.70,1707,42710,41064094.00,
500570,TATA MOTORS ,A ,Q,159.90,167.00,158.00,163.90,163.90,158.20,10638,2100354,343040499.00,
500575,VOLTAS LTD  ,A ,Q,554.00,568.45,548.20,567.35,565.25,553.60,1211,54976,30784389.00,
500620,GREAT EASTE ,A ,Q,310.00,328.80,310.00,327.45,327.00,310.50,641,9607,3114951.00,
500645,DEEPAK FERT.,A ,Q,142.50,151.15,142.00,146.55,146.55,142.00,1175,58453,8544613.00,
500650,EXCEL INDUST,B ,Q,1395.90,1448.00,1395.90,1431.80,1448.00,1372.05,184,753,1075360.00,
500655,GARWARE POLY,X ,Q,243.00,243.00,236.10,241.00,243.00,233.20,75,4017,962803.00,
500660,GLAXOSMITH  ,A ,Q,1372.75,1391.00,1359.65,1386.80,1383.85,1370.40,286,1050,1442285.00,
500670,GUJ.NARMADA ,A ,Q,336.75,344.65,336.00,340.20,340.20,334.20,1611,64243,21900021.00,
500672,NOVARTIS    ,B ,Q,722.25,745.00,717.10,741.00,744.00,722.55,568,13676,10052843.00,
